"Company Name",ISIN,"Target Qualification",SME?,"Business ambitions 1.5",Country,Region,Sector,Status,Date,"Date Explanation",Target,"Target Classification"
"Taiwan Mobile Co., Ltd",TW0003045001,2°C,,,"Taiwan, Province of China",Asia,Telecommunications,"Targets Set","2019-06-30 23:00:00",,"
Wireless communication service provider Taiwan Mobile Co. Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2016 base year.  Taiwan Mobile Co. Ltd. also commits to reduce absolute scope 3 GHG emissions 15% by 2030 from a 2018 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Takasago International Corporation",JP3454400007,,,,Japan,Asia,"Consumer Products and Durables",Committed,"2019-06-30 23:00:00",,,
"Takasago Thermal Engineering",,,,,Japan,Asia,"Construction and Engineering",Committed,"2020-09-30 23:00:00",,,
"Takeda Pharmaceutical Company",JP3463000004,1.5°C,,,Japan,Asia,"Pharmaceuticals and Biotech","Targets Set","2020-03-31 23:00:00",,"
Takeda Pharmaceutical Company commits to reduce absolute scope 1 and 2 GHG emissions 40% by FY2025 from a FY2016 base year. Takeda Pharmaceutical Company also commits to reduce absolute scope 1 and 2 GHG emissions 100% by FY2040 from a FY2016 base year. Furthermore, Takeda Pharmaceutical Company commits that 67% of its suppliers by emissions covering purchased goods and services, capital goods and upstream transportation and distribution, will have science-based targets by 2024.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"TALAWAKELLE TEA ESTATES PLC",LK0311N00007,,,,"Sri Lanka",Asia,"Food Production - Agricultural Production",Committed,"2019-05-31 23:00:00",,,
"Target Corporation",US87612E1064,2°C,,,"United States of America (USA)","North America",Retailing,"Targets Set","2019-03-01 00:00:00",,"
US retailer Target commits to reduce absolute scope 1 and 2 emissions and scope 3 GHG emissions from retail purchased goods and services 30% by 2030 from a 2017 base-year. Target also commits that 80% of its suppliers by spend covering all purchased goods and services will set science-based scope 1 and scope 2 targets by 2023.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"TATA CHEMICALS LIMITED",INE092A01019,"Well-below 2°C",,,India,Asia,Chemicals,"Targets Set","2020-12-10 00:00:00",,"Tata Chemicals Limited commits to reduce absolute scope 1 and 2 GHG emissions 28% by 2030 from a 2019 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"TATA GLOBAL BEVERAGES Ltd.",INE192A01025,,,,India,Asia,"Food and Beverage Processing",Committed,"2019-07-31 23:00:00",,,
"Tate & Lyle PLC",,"Well-below 2°C",,,"United Kingdom (UK)",Europe,"Food and Beverage Processing","Targets Set","2020-08-31 23:00:00",,"
Tate & Lyle PLC commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2019 base year.*
Tate & Lyle PLC also commits to reduce absolute scope 3 GHG emissions 15% over the same target period.
*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Taylor Wimpey",,,,,"United Kingdom (UK)",Europe,Homebuilding,Committed,"2020-09-30 23:00:00",,,
"TCC S.A.S.",,,,,Colombia,"Latin America","Aerospace and Defense",Committed,"2020-03-31 23:00:00",,,
"Tchibo GmbH",,1.5°C,,1,Germany,Europe,Retailing,"Targets Set","2020-04-30 23:00:00",,"
Tchibo GmbH commits to reduce absolute scope 1 and 2 GHG emissions 51% by 2030 from a 2018 base year. Tchibo GmbH also commits to reduce absolute scope 3 GHG emissions 15% by 2030 from a 2018 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"TDC A/S",DK0060228559,,,1,Denmark,Europe,Telecommunications,Committed,"2019-07-31 23:00:00",,,
"Teachers Mutual Bank",,,,,Australia,Oceania,"Banks, Diverse Financials and Insurance",Committed,"2015-11-01 00:00:00",,,
"Tech Mahindra",INE669C01036,2°C,,1,India,Asia,"Software and Services","Targets Set","2019-02-01 00:00:00",,"
Indian multinational provider of information technology Tech Mahindra commits to reduce absolute scopes 1 and 2 GHG emissions 22% by 2030 and 50% by 2050, from a 2016 base-year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Ted Baker",GB0001048619,,,,"United Kingdom (UK)",Europe,"Textiles, Apparel, Luxury Goods",Committed,"2019-09-30 23:00:00",,,
"Tele2 AB",,,,,Sweden,Europe,Telecommunications,Committed,"2020-01-01 00:00:00",,,
TELEFÓNICA,ES0178430E18,1.5°C,,1,Spain,Europe,Telecommunications,"Targets Set","2019-12-01 00:00:00",,"
Telefonica commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2025, and 70% by 2030 from a 2015 base year. Telefonica commits to reduce absolute scope 3 GHG emissions from fuel and energy related activities 25% by 2025 from a 2016 base year. Telefónica commits to reduce scope 3 GHG emissions from purchased goods and services and capital goods 30% per euro purchased by 2025 from a 2016 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Telenor Group",NO0010063308,,,,Norway,Europe,Telecommunications,Committed,"2020-02-01 00:00:00",,,
"Telia Company AB",SE0000667925,1.5°C,,1,Sweden,Europe,Telecommunications,"Targets Set","2020-12-17 00:00:00",,"Telia Company commits to reduce absolute scope 1 and 2 GHG emission 50% by 2025 from a 2018 base year. Telia Company commits to reduce absolute scope 3 GHG emissions from use of sold products 29% by 2025 from a 2018 base year. Telia Company commits that 72% of its suppliers by emissions covering purchased goods and services and capital goods, will have science-based targets by 2025.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
Telstra,AU000000TLS2,,,,Australia,Oceania,Telecommunications,Committed,"2020-02-01 00:00:00",,,
"Tendam Retail S.A.",,,,1,Spain,Europe,Retailing,Committed,"2019-12-01 00:00:00",,,
"Tennant Company",US8803451033,2°C,,,"United States of America (USA)","North America","Electrical Equipment and Machinery","Targets Set","2018-03-31 23:00:00",,"
Global manufacturer of commercial cleaning equipment and solutions Tennant Company commits to reduce absolute scope 1 and 2 emissions 25% by 2030 from a 2016 base year. Tennant also commits to reduce scope 3 use of sold products emissions 50% per $USD of equipment revenue by 2030 from a 2016 base-year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"TenneT Holding B.V.",,,,1,Netherlands,Europe,"Electric Utilities and Energy Related",Committed,"2019-12-01 00:00:00",,,
"Terumo Corporatio",,"Well-below 2°C",,,Japan,Asia,"Healthcare Equipment and Supplies","Targets Set","2020-03-31 23:00:00",,"
Terumo Corporation commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2018 base year. Terumo Corporation commits to reduce Scope 3 GHG emissions 60% per unit of revenue by 2030 from a 2018 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
Tesco,GB0008847096,1.5°C,,1,"United Kingdom (UK)",Europe,"Food and Staples Retailing","Targets Set","2017-05-31 23:00:00",,"
British multinational grocery and general merchandise retailer Tesco commits to reduce scope 1 and 2 GHG emissions 60% by 2025, using a 2015 base-year. Tesco also commits to reduce its scope 3 GHG emissions 17% by 2030, using a 2015 base-year. The emissions categories covered by the scope 3 target are purchased goods and services (supply chain), fuel and energy related activities, upstream transportation and distribution, and waste generated in operations. 
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"TETRA PAK",,1.5°C,,,Sweden,Europe,"Containers and Packaging","Targets Set","2020-09-30 23:00:00",,"
Tetra Pak commits to reduce absolute scope 1, 2 and 3 GHG emissions 46% by 2030 from a 2019 base year*.
The scope 3 target includes all relevant emissions including purchased materials, use of sold equipment and end of life treatment of post consumer cartons. Tetra Pak commits to increase annual use of renewable
electricity from 69% in 2019 to 100% by 2030.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C. The renewable energy procurement target covering scope 2 emissions is consistent with reductions required to keep warming to 1.5°C."
Thalys,,"Well-below 2°C",,,Belgium,Europe,"Ground Transportation - Railroads","Targets Set","2015-09-30 23:00:00",,"
International high-speed train operator Thalys commits to reduce corporate scope 1, 2 and 3 GHG emissions per passenger kilometer by 41.4% by 2020, compared to a 2008 base-year. Scope 3 emissions covered by the target are approximately 50% of the total scope 3 carbon footprint. For the other 50%, Thalys commits to engage with the maintenance management suppliers to formulate more explicit targets to reduce these emissions. Read the Thalys Case Study.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"The Anderson-DuBose Company",,2°C,,,"United States of America (USA)","North America","Ground Transportation - Trucking","Targets Set","2020-02-01 00:00:00",,"
Logistics service provider Anderson DuBose commits to reduce scope 1, 2, and 3 GHG emissions by 39% per short ton of goods delivered by 2030 from a 2015 base year.*
*The target boundary includes biogenic emissions and removals associated with the use of bioenergy.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"The British Land Company PLC",,,,1,"United Kingdom (UK)",Europe,"Real Estate",Committed,"2020-06-30 23:00:00",,,
"The Cadmus Group LLC",,,,,"United States of America (USA)","North America","Professional Services",Committed,"2018-05-31 23:00:00",,,
"The Clorox Company",US1890541097,,,,"United States of America (USA)","North America","Consumer Products and Durables",Committed,"2019-09-30 23:00:00",,,
"The Co-operative Group Ltd.",,1.5°C,,1,"United Kingdom (UK)",Europe,"Food and Staples Retailing","Targets Set","2019-05-31 23:00:00",,"
British consumer co-operative The Co-operative Group commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2025 from a 2016 base year. The Co-operative Group also commits to reduce absolute scope 3 emissions from purchased goods and services, upstream transportation and distribution, waste generated in operations and end-of-life treatment of sold products 11% within the same timeframe.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"The Coca-Cola Company",US1912161007,2°C,,,"United States of America (USA)","North America","Food and Beverage Processing","Targets Set","2019-08-31 23:00:00",,"
American multinational manufacturer of nonalcoholic beverage concentrates and syrups. The Coca-Cola Company sets a target to reduce absolute scope 1, 2, and 3 GHG emissions 25% by 2030 from a 2015 base-year. 
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"The Estée Lauder Companies",US5184391044,1.5°C,,,"United States of America (USA)","North America","Consumer Products and Durables","Targets Set","2020-11-05 00:00:00",,"The Estée Lauder Companies Inc. commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year. The Estée Lauder Companies Inc. also commits to reduce scope 3 GHG emissions from purchased goods and services, upstream transportation and distribution, and business travel 60% per unit revenue over the same timeframe.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"The HAVI Group, LP",,2°C,,,"United States of America (USA)","North America","Air Freight Transportation and Logistics","Targets Set","2019-04-30 23:00:00",,"
Supply chain management company HAVI commits to reduce scope 1, 2 and 3 GHG emissions 40% per metric ton of goods delivered by 2030 from a 2015 base year.*
*The target boundary includes biogenic emissions and removals associated with the use of bioenergy.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"The Hershey Company",US4278661081,,,,"United States of America (USA)","North America","Food and Beverage Processing",Committed,"2019-01-01 00:00:00",,,
"The Hongkong & Shanghai Hotels, Limited",HK0045000319,,,,"Hong Kong",Asia,Hospitality,Committed,"2020-07-31 23:00:00",,,
"The J.M. Smucker Company",US8326964058,,,,"United States of America (USA)","North America","Food and Beverage Processing",Committed,"2020-07-31 23:00:00",,,
"The Kraft Heinz Company",US5007541064,,,,"United States of America (USA)","North America","Food and Beverage Processing",Committed,"2018-06-30 23:00:00",,,
"The Lux Collective Ltd",,,,1,Singapore,Asia,Hospitality,Committed,"2019-09-30 23:00:00",,,
"The Martin-Brower Company, L.C.C.",,"Well-below 2°C",,,"United States of America (USA)","North America","Air Freight Transportation and Logistics","Targets Set","2020-04-30 23:00:00",,"
Logistics service provider The Martin-Brower Company commits to reduce scope 1, 2 and 3 GHG emissions 40% per metric ton of goods delivered by 2030 from a 2015 base year.* 
*The target boundary includes biogenic emissions and removals associated with the use of bioenergy.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"The Port Authority of New York and New Jersey",,"Well-below 2°C",,,"United States of America (USA)","North America","Air Transportation - Airport Services","Targets Set","2020-08-31 23:00:00",,"
The Port Authority of New York and New Jersey commits to reduce absolute scope 1 and 2 GHG emissions 22% by 2025 from a 2017 base year. The Port Authority commits to reduce scope 3 GHG emissions from tunnel, bridges, and bus terminals facilities by 38% per transiting vehicle by 2032 from a 2017 base year. The Port Authority commits to reduce aviation facilities scope 3 GHG emissions 38% per passenger by 2032 from a 2017 base year. The Port Authority also commits to reduce PATH rail system scope 3 GHG emissions 38% per passenger over the same time period.*
*The target boundary includes bioenergy emissions and removals from biogenic sources
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"The Schneider Group",,,,,Italy,Europe,"Textiles, Apparel, Luxury Goods",Committed,"2020-03-31 23:00:00",,,
"The SPAR Group Limited",ZAE000058517,,,,"South Africa",Africa,"Food and Staples Retailing",Committed,"2018-02-01 00:00:00",,,
"The VELUX Group",,1.5°C,,1,Denmark,Europe,"Building Products","Targets Set","2020-07-31 23:00:00",,"
The VELUX Group commits to reduce absolute scope 1 and 2 GHG emissions 100% by 2030 from a 2018 base year*. The VELUX Group also commits to reduce absolute scope 3 GHG emissions 50% by 2030 from a 2018 base year.
* The target boundary includes biogenic emissions and removals from bioenergy feedstocks.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"The Warehouse Group",NZWHSE0001S6,,,,"New Zealand",Oceania,Retailing,Committed,"2018-04-30 23:00:00",,,
"Thomson Reuters",CA8849031056,1.5°C,,,Canada,"North America","Software and Services","Targets Set","2020-11-05 00:00:00",,"Thomson Reuters Corporation commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year. Thomson Reuters Corporation commits to reduce absolute scope 3 GHG emissions from fuel and energy-related activities, business travel and employee commuting 25% by 2025 from a 2019 base year. Thomson Reuters Corporation also commits that 65% of its suppliers by spend covering purchased goods and services, will have science-based targets by 2025.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Thor Industries, Inc.",,,,1,"United States of America (USA)","North America","Automobiles and Components",Committed,"2020-05-31 23:00:00",,,
"ThoughtWorks, Inc.",,,,,"United States of America (USA)","North America","Software and Services",Committed,"2019-08-31 23:00:00",,,
"thyssenkrupp AG",DE0007500001,"Well-below 2°C",,,Germany,Europe,"Construction and Engineering","Targets Set","2019-07-31 23:00:00",,"
German multinational conglomerate thyssenkrupp commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2018 base year. thyssenkrupp also commits to reduce absolute scope 3 GHG emissions 16% by 2030 from a 2017 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Timberlink Australia | New Zealand",,1.5°C,,,Australia,Oceania,"Forest and Paper Products","Targets Set","2020-08-31 23:00:00",,"
Timberlink Australia commits to reduce scope 1, 2 and 3 GHG emissions 21% per m3 of throughput by FY2030 from a FY2018 base year.
*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Tintex Textiles, S.A",,,,1,Portugal,Europe,"Textiles, Apparel, Luxury Goods",Committed,"2019-11-01 00:00:00",,,
"TMG Automotive",,,,1,Portugal,Europe,"Automobiles and Components",Committed,"2019-11-01 00:00:00",,,
"TODA Corporation",JP3627000007,2°C,,,Japan,Asia,"Construction and Engineering","Targets Set","2017-07-31 23:00:00",,"
Construction company TODA Corporation commits to reduce absolute Scope 1 and 2 carbon dioxide emissions by 35 percent between 2010 and 2030, based on a 2.1 percent compounding annual reduction target. The annual and mid-term targets support TODA Corporation's 2050 goal of reducing scope 1 and 2 CO2 emissions by 57 percent below 2010 levels. To address value chain emissions, TODA Corporation also commits to reduce the Scope 3 emissions intensity of its constructed product by 55 percent between 2010 and 2050.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Toitū Envirocare",,1.5°C,,1,"New Zealand",Oceania,"Professional Services","Targets Set","2018-11-01 00:00:00",,"
Environmental certifications company Toitū Envirocare (formerly Enviro-Mark Solutions Limited) commits to reduce absolute scope 1 and 2 GHG emissions 74% by 2030 from a 2017 base-year. Enviro-Mark Solutions Limited also commits to reduce absolute scope 3 emissions from business travel and employee commuting 57% by 2030 from a 2017 base-year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Tokio Marine Holdings, Inc.",JP3910660004,,,,Japan,Asia,"Banks, Diverse Financials and Insurance",Committed,"2018-03-01 00:00:00",,,
"Tokmanni Oy",,1.5°C,,1,Finland,Europe,Retailing,"Targets Set","2020-07-31 23:00:00",,"
Tokmanni commits to reduce absolute scope 1 and 2 GHG emissions 70% by 2025 from a 2015 base year. Tokmanni commits that 80% of its suppliers by spend covering purchased goods and services, will have science-based targets by 2025.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Tokyu Construction Co., Ltd.",,"Well-below 2°C",,,Japan,Asia,"Construction and Engineering","Targets Set","2020-04-30 23:00:00",,"
Tokyu Construction Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 and 100% by 2050 from a 2018 base year. Tokyu Construction Co., Ltd. also commits to reduce absolute scope 3 GHG emissions 30% by 2030 from a 2018 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Tokyu Fudosan Holdings Corporation",,,,,Japan,Asia,"Real Estate",Committed,"2020-08-31 23:00:00",,,
"TOPPAN PRINTING CO., LTD.",JP3629000005,2°C,,,Japan,Asia,"Commercial services and supplies","Targets Set","2019-02-01 00:00:00",,"
Japanese global printing company TOPPAN PRINTING commits to reduce absolute Scope 1+2 GHG emissions 30 % by 2030 from a 2017 base-year. TOPPAN PRINTING also commits to reduce absolute Scope 3 GHG emissions 20 % by 2030 from a 2017 base-year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Toshiba Corporation",JP3592200004,"Well-below 2°C",,,Japan,Asia,"Electrical Equipment and Machinery","Targets Set","2020-12-03 00:00:00",,"Japanese multinational conglomerate Toshiba Corporation commits to reduce absolute scope 1 and 2 GHG emissions 28% by 2030 from a 2019 base year.* Toshiba Corporation also commits to reduce absolute scope 3 GHG emissions from the use of sold products associated with power supply 50% and reduce absolute scope 3 GHG emissions from the use of sold products associated with power consumption 14% over the same timeframe.

* The target boundary includes biogenic emissions and removals from bioenergy feedstocks.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Transurban Group",,1.5°C,,1,Australia,Oceania,"Ground Transportation - Highways and Railtracks","Targets Set","2020-07-31 23:00:00",,"
Transurban commits to reduce absolute scope 1 and 2 GHG emissions 50% by FY 2030 from a FY 2019 base year. Transurban commits to reduce Scope 3 GHG emissions from purchased goods and services associated with road infrastructure maintenance and operation 22% per vehicle kilometre travelled by customers by 2030 from a 2019 base year. Transurban commits to reduce scope 3 GHG emissions from capital goods 55% per $M capital expenditure by FY 2030 from a FY 2019 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Tribe Impact Capital LLP",,,,,"United Kingdom (UK)",Europe,"Banks, Diverse Financials and Insurance",Committed,"2019-08-31 23:00:00",,,
Triciclos,,,,1,Chile,"Latin America","Solid Waste Management Utilities",Committed,"2019-11-01 00:00:00",,,
TSKB,TRATSKBW91N0,,,,Turkey,Asia,"Banks, Diverse Financials and Insurance",Committed,"2015-05-31 23:00:00",,,
"Türkiye İş Bankası",,,,,Turkey,Asia,"Banks, Diverse Financials and Insurance",Committed,"2020-09-30 23:00:00",,,
"Tyson Foods, Inc.",US9024941034,2°C,,,"United States of America (USA)","North America","Food and Beverage Processing","Targets Set","2018-08-31 23:00:00",,"
Tyson Foods, Inc. commits to reduce absolute Scope 1 and 2 GHG emissions 30% by 2030 from a 2016 base‐year. Tyson Foods, Inc. also commits to reduce Scope 3 GHG emissions from production of poultry, pork and beef (covering 80% of their scope 3 inventory) 30% per ton of finished meat by 2030 from a 2016 base‐year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"UAB Ignitis Grupe",,,,1,Lithuania,Europe,"Electric Utilities and Energy Related",Committed,"2019-12-01 00:00:00",,,
"Uber Technologies, Inc.",,,,,"United States of America (USA)","North America","Software and Services",Committed,"2020-08-31 23:00:00",,,
UCB,BE0003739530,,,,Belgium,Europe,"Pharmaceuticals and Biotech",Committed,"2017-09-30 23:00:00",,,
"Ultratech Cement Limited",,,,,India,Asia,"Construction Materials",Committed,"2020-06-30 23:00:00",,,
"Under Armour, Inc.",,,,,"United States of America (USA)","North America","Textiles, Apparel, Luxury Goods",Committed,"2020-09-30 23:00:00",,,
"Unibail-Rodamco-Westfield SE",FR0013326246,1.5°C,,1,France,Europe,"Real Estate","Targets Set","2020-12-10 00:00:00",,"Unibail-Rodamco-Westfield commits to reduce absolute scope 1, 2 and 3 GHG emissions 50% by 2030 from a 2015 base year. Unibail-Rodamco-Westfield commits to reduce scope 1, 2 and 3 GHG emissions from operational energy use 80% per square meter over the same target timeframe. Unibail-Rodamco-Westfield also commits to reduce scope 3 GHG emissions associated with the transportation of visitors to the shopping centers 40% per visitors by 2030 from a 2015 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Unicharm Corporation",JP3951600000,2°C,,,Japan,Asia,"Consumer Products and Durables","Targets Set","2018-05-31 23:00:00",,"
Disposable hygiene products manufacturer Unicharm Corporation commits to reduce its absolute scope 1 and 2 GHG emissions 34% by 2030, using a 2016 base year. Unicharm Corporation also commits to reduce its absolute scope 3 emissions 18% by 2030, using a 2016 base year. The scope 3 target covers purchased goods and services and the end-of-life treatment of sold products.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Unidas S/A",,,,1,Brazil,"Latin America","Ground Transportation - Trucking",Committed,"2020-06-30 23:00:00",,,
"Unilever plc",GB00B10RZP78,1.5°C,,1,"United Kingdom (UK)",Europe,"Consumer Products and Durables","Targets Set","2017-05-31 23:00:00",,"
Dutch-British transnational consumer goods company, Unilever commits to reduce scope 1 and 2 GHG emissions 100% by 2030 from a 2015 base year. The company also commits to reduce GHG emissions from the life-cycle of their products 50%  per consumer use by 2030 from a  2010 base-year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Union Pacific Railroad",,,,,"United States of America (USA)","North America","Ground Transportation - Railroads",Committed,"2020-03-01 00:00:00",,,
"Univar Solutions",US91336L1070,,,1,"United States of America (USA)","North America",Chemicals,Committed,"2019-12-01 00:00:00",,,
"Universal Corporation",US9134561094,,,,"United States of America (USA)","North America",Tobacco,Committed,"2020-02-01 00:00:00",,,
"UPM-Kymmene Corporation",FI0009005987,1.5°C,,1,Finland,Europe,"Forest and Paper Products","Targets Set","2019-11-05 00:00:00",,"Finnish forest industry company UPM commits to reduce scope 1 and 2 GHG emissions 30% per tonne of pulp and paper by 2030 from a 2008 base-year. UPM also commits to reduce scope 3 GHG emissions 30% per tonne of pulp and paper by 2030 from a 2017 base-year.*

*The target boundary includes biogenic emissions and removals associated with the use of bioenergy.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"USHIO INC.",JP3156400008,2°C,,,Japan,Asia,"Electrical Equipment and Machinery","Targets Set","2019-05-31 23:00:00",,"
Lighting technologies and designs company Ushio Group commits to reduce absolute scope 1 and 2 GHG emissions 21% by FY2030 from a FY2017 base year. Ushio Group also commits to reduce absolute scope 3 GHG emissions 21% from use of sold products by FY2030 from a FY2017 base year
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Uxua Casa Hotel & Spa",,,,1,Brazil,"Latin America",Hospitality,Committed,"2019-11-01 00:00:00",,,
"V. MANE Fils",,,,,France,Europe,"Consumer Products and Durables",Committed,"2019-06-30 23:00:00",,,
Vakifbank,,,,,Turkey,Asia,"Banks, Diverse Financials and Insurance",Committed,"2019-03-01 00:00:00",,,
"Vakrangee Limited",,,,1,India,Asia,"Software and Services",Committed,"2020-06-30 23:00:00",,,
"Vale S.A.",,,,,Brazil,"Latin America","Mining - Metals (Iron, Aluminium, Other Metals)",Committed,"2019-12-01 00:00:00",,,
"Valio Ltd.",,,,,Finland,Europe,"Food and Beverage Processing",Committed,"2019-11-01 00:00:00",,,
VALLOUREC,FR0000120354,"Well-below 2°C",,,France,Europe,"Mining - Metals (Iron, Aluminium, Other Metals)","Targets Set","2020-05-31 23:00:00",,"
Vallourec commits to reduce absolute Scopes 1 and 2 GHG emissions 20% by 2025 from a 2017 base-year*. Vallourec commits to reduce absolute scope 3 mandatory and optional GHG emissions 25% by 2025 from a 2017 base-year. Vallourec commits to reduce scopes 3 GHG emissions from purchased goods and services 45% per unit of value added by 2025 from a 2017 base-year. Vallourec commits to reduce absolute Scopes 1+2+3 GHG emissions 25% by 2025 from a 2017 base-year.
*The target boundary includes biogenic emissions and removals from bioenergy feedstocks
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Valora Sustainability & Innovation",,,,1,Spain,Europe,"Professional Services",Committed,"2019-12-01 00:00:00",,,
"Vasakronan AB",,"Well-below 2°C",,,Sweden,Europe,"Real Estate","Targets Set","2019-04-30 23:00:00",,"
Real estate company Vasakronan AB  commits to reduce absolute scope 1,2, and 3 GHG emissions 50 % by 2030 from a 2017 base-year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Vattenfall AB",DE0006012008,2°C,,,Sweden,Europe,"Electric Utilities and Energy Related","Targets Set","2019-09-30 23:00:00",,"
European energy company Vattenfall commits to reduce absolute scope 1 and 2 GHG emissions 38% by 2030 from a 2017 base year. Vattenfall also commits to reduce absolute scope 3 GHG emissions from use of sold products 20% by 2030 from a 2017 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"VAUDE Sport",,,,,Germany,Europe,"Textiles, Apparel, Luxury Goods",Committed,"2019-11-01 00:00:00",,,
"Ventas, Inc.",,,,,"United States of America (USA)","North America","Real Estate",Committed,"2020-09-30 23:00:00",,,
